XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
640676.67589429,2716900.06504911,149,153,77,38.3598013395811
640715.03033368,2716900.70640591,153,149,77,38.3598013395811
640715.03033368,2716900.70640591,153,124,78,132.928235414244
640715.03033368,2716900.70640591,153,157,79,9.96124004150687
640722.53108093,2716907.26118232,157,153,79,9.96124004150687
640722.53108093,2716907.26118232,157,173,87,81.9011741917894
640722.53108093,2716907.26118232,157,193,97,224.442449859125
639628.19390648,2716952.44539496,160,68,80,291.012167200901
639628.19390648,2716952.44539496,160,130,81,297.322418366752
639628.19390648,2716952.44539496,160,171,88,122.457957489301
639628.19390648,2716952.44539496,160,184,92,88.084653130731
640215.03382448,2716953.00116337,163,113,82,130.106290072799
640215.03382448,2716953.00116337,163,167,85,73.9110702580444
640215.03382448,2716953.00116337,163,177,91,181.321174349164
639954.11076815,2716967.72651666,165,130,83,127.323103879676
639954.11076815,2716967.72651666,165,167,84,213.423763519089
639954.11076815,2716967.72651666,165,184,93,295.120327819223
640143.67074576,2716972.19809661,167,165,84,213.423763519089
640143.67074576,2716972.19809661,167,163,85,73.9110702580444
640143.67074576,2716972.19809661,167,203,106,239.94586992092
639515.86885180,2716982.70990269,171,136,86,110.942098808459
639515.86885180,2716982.70990269,171,160,88,122.457957489301
639515.86885180,2716982.70990269,171,189,95,102.162587265196
640695.19758638,2716984.27240279,173,157,87,81.9011741917894
640360.33253276,2716986.22601676,177,117,89,161.948990323255
640360.33253276,2716986.22601676,177,143,90,208.210197604404
640360.33253276,2716986.22601676,177,163,91,181.321174349164
639685.99361108,2717016.15370179,184,160,92,88.084653130731
639685.99361108,2717016.15370179,184,165,93,295.120327819223
639685.99361108,2717016.15370179,184,188,94,68.0963801233249
639628.33670365,2717048.53724865,188,184,94,68.0963801233249
639628.33670365,2717048.53724865,188,189,96,58.2059476700444
639628.33670365,2717048.53724865,188,199,101,74.2362737535451
639574.05667706,2717066.39060211,189,171,95,102.162587265196
639574.05667706,2717066.39060211,189,188,96,58.2059476700444
